BookingID,CustomerID,DestinationID,HotelID,TransportID,BookingDate,TravelDate,Travellers,Nights,BookingChannel,BookingStatus,PaymentMethod,HotelAmount,TransportAmount,ActivityAmount,Discount,TotalAmount
B000582,C0093,D002,H028,T004,2025-08-17,2025-09-09,4,1,Mobile App,Completed,Card,61056,125056,30940,8703.0337607681,208348.97
B000583,C0069,D012,H004,T009,2025-09-18,2025-11-02,2,4,Mobile App,Completed,NetBanking,130184,63894,5416,34857.17751509283,164636.82
B000584,C0035,D020,H008,T008,2025-09-16,2025-09-23,4,2,Corporate,Confirmed,UPI,55344,40108,29496,5036.80201013573,119911.2
B000585,C0056,D001,H003,T009,2025-03-22,2025-06-16,2,2,Website,Completed,Card,21676,3924,19440,6365.766382014163,38674.23
B000586,C0006,D010,H021,T009,2025-05-03,2025-06-22,4,5,Website,Cancelled,Card,37700,94312,4508,20841.80836763413,115678.19
B000587,C0094,D010,H020,T006,2025-02-21,2025-05-15,4,1,Corporate,Confirmed,NetBanking,24204,67500,5628,5735.89328809492,91596.11
B000588,C0035,D018,H030,T002,2025-11-08,2025-11-24,2,9,Mobile App,Cancelled,Wallet,77094,4376,1118,8339.9796626898,74248.02
B000589,C0006,D006,H017,T010,2025-07-11,2025-07-31,4,5,Corporate,Confirmed,Wallet,274660,42288,28236,15394.466485558496,329789.53
B000590,C0080,D010,H005,T007,2025-11-05,2025-12-30,3,9,Agent,Confirmed,Card,99306,104106,3492,15680.412369234478,191223.59
B000591,C0066,D015,H014,T010,2025-11-18,2026-01-12,2,8,Corporate,Confirmed,NetBanking,125648,27344,22438,33862.70549805239,141567.29
B000592,C0063,D002,H003,T010,2026-01-18,2026-03-30,3,9,Agent,Completed,UPI,146313,30729,5913,25362.61382604026,157592.39
B000593,C0006,D017,H021,T002,2025-10-26,2026-01-17,5,5,Corporate,Completed,Card,47125,117135,6615,28933.040496560858,141941.96
B000594,C0076,D017,H021,T005,2025-12-20,2026-03-04,1,4,Corporate,Confirmed,NetBanking,7540,23770,3463,3759.653779722597,31013.35
B000595,C0064,D015,H026,T002,2025-11-16,2025-11-30,5,7,Website,Completed,NetBanking,132580,63125,46380,11573.587195742211,230511.41
B000596,C0080,D013,H011,T001,2025-12-22,2026-01-20,5,1,Corporate,Confirmed,Wallet,36180,149730,54645,34297.36278411535,206257.64
B000597,C0083,D015,H010,T010,2025-12-03,2026-02-23,3,8,Agent,Confirmed,Card,343344,62820,10158,41679.49091445004,374642.51
B000598,C0022,D016,H003,T010,2025-06-22,2025-08-11,4,3,Website,Completed,Wallet,65028,27500,25856,4187.215280397208,114196.78
B000599,C0022,D019,H013,T010,2025-05-15,2025-08-01,2,1,Website,Completed,Wallet,16890,24772,18796,4986.937253307551,55471.06
B000600,C0093,D009,H015,T009,2026-03-06,2026-04-26,1,3,Mobile App,Completed,NetBanking,48471,29903,9664,11178.012640351508,76859.99
B000601,C0054,D010,H023,T007,2025-07-06,2025-07-12,3,3,Website,Completed,UPI,154377,13476,6774,25681.759227369843,148945.24
B000602,C0044,D013,H023,T006,2025-10-27,2025-12-09,5,1,Mobile App,Cancelled,Card,85765,9550,50700,7102.776902385942,138912.22
B000603,C0029,D004,H005,T010,2025-04-18,2025-07-01,2,7,Corporate,Confirmed,Wallet,51492,46984,20946,20922.670851955165,98499.33
B000604,C0064,D018,H009,T006,2025-08-24,2025-10-22,4,1,Mobile App,Confirmed,NetBanking,8632,65224,35804,8324.314880361839,101335.69
B000605,C0076,D016,H016,T007,2025-10-16,2025-10-29,4,8,Website,Confirmed,Wallet,106560,39876,26252,9364.411507892588,163323.59
B000606,C0001,D013,H011,T003,2025-12-08,2025-12-28,4,5,Mobile App,Completed,Wallet,144720,69252,20000,9130.52592292378,224841.47
B000607,C0056,D007,H001,T008,2025-10-14,2025-12-30,2,7,Website,Completed,UPI,216986,15300,21456,40810.408546815874,212931.59
B000608,C0100,D007,H026,T009,2025-07-16,2025-10-12,2,4,Corporate,Completed,Wallet,30304,28064,20868,5612.516852402186,73623.48
B000609,C0029,D009,H022,T007,2026-06-09,2026-08-16,3,2,Website,Confirmed,Card,101856,28005,19377,14428.300824787919,134809.7
B000610,C0029,D014,H016,T005,2025-10-07,2025-10-17,5,2,Corporate,Confirmed,Wallet,33300,105715,45165,8207.791020798923,175972.21
B000611,C0088,D016,H010,T002,2026-03-17,2026-05-12,5,6,Mobile App,Completed,NetBanking,429180,120330,25490,78900.47318442713,496099.53
B000612,C0007,D014,H026,T001,2026-02-06,2026-04-21,3,7,Website,Cancelled,Card,79548,96441,27138,31729.79459518018,171397.21
B000613,C0040,D019,H002,T007,2025-11-01,2025-12-29,5,3,Agent,Confirmed,UPI,243450,18845,7635,18324.2114899951,251605.79
B000614,C0046,D020,H014,T007,2026-04-29,2026-06-22,3,4,Mobile App,Confirmed,UPI,94236,37362,32604,31036.785047350993,133165.21
B000615,C0080,D015,H025,T008,2025-03-11,2025-04-23,2,9,Corporate,Confirmed,NetBanking,41688,20716,12856,460.7508951006737,74799.25
B000616,C0013,D008,H029,T010,2026-05-17,2026-06-09,1,8,Agent,Confirmed,NetBanking,129984,20905,7384,4208.260756898438,154064.74
B000617,C0044,D012,H008,T005,2026-04-09,2026-05-05,4,4,Corporate,Confirmed,NetBanking,110688,77436,10712,23414.411641472354,175421.59
B000618,C0016,D009,H020,T009,2025-10-02,2025-12-08,4,3,Mobile App,Confirmed,UPI,72612,123576,26312,31212.6053611529,191287.39
B000619,C0079,D013,H006,T008,2026-02-04,2026-02-12,5,3,Website,Completed,NetBanking,153075,161435,2680,15902.827488475685,301287.17
B000620,C0064,D017,H004,T003,2025-10-11,2025-10-20,4,5,Website,Confirmed,UPI,325460,109580,42944,52967.42383530286,425016.58
B000621,C0050,D008,H011,T009,2025-05-27,2025-07-02,1,6,Mobile App,Confirmed,UPI,43416,8163,9111,3864.5722666056613,56825.43
B000622,C0040,D011,H027,T001,2026-03-12,2026-05-21,3,2,Mobile App,Confirmed,Card,17370,8592,17178,4780.682011223081,38359.32
B000623,C0016,D001,H021,T006,2025-05-15,2025-07-13,4,1,Corporate,Completed,NetBanking,7540,126484,40448,23006.843718976932,151465.16
B000624,C0093,D015,H015,T010,2025-06-21,2025-08-13,3,5,Mobile App,Confirmed,NetBanking,242355,99249,29499,72202.39742072759,298900.6
B000625,C0065,D010,H009,T007,2025-10-11,2025-11-29,3,8,Corporate,Confirmed,Wallet,51792,29661,5607,7934.593726688851,79125.41
B000626,C0032,D010,H005,T010,2026-04-02,2026-04-13,5,2,Website,Confirmed,Wallet,36780,15310,5595,7478.468456610918,50206.53
B000627,C0042,D011,H009,T001,2025-07-29,2025-08-29,4,4,Mobile App,Completed,Card,34528,97200,13660,16807.994035316613,128580.01
B000628,C0073,D005,H005,T006,2025-09-27,2025-10-05,4,2,Corporate,Completed,Wallet,29424,84892,2056,7390.899622296928,108981.1
B000629,C0072,D012,H006,T008,2025-01-23,2025-04-01,3,3,Website,Confirmed,UPI,91845,93825,21273,10473.97012118427,196469.03
B000630,C0047,D015,H021,T007,2025-03-05,2025-05-12,2,6,Mobile App,Confirmed,Wallet,22620,41548,13150,15276.03769277171,62041.96
B000631,C0031,D007,H004,T009,2025-01-31,2025-02-24,3,3,Corporate,Confirmed,Card,146457,80913,20058,10236.213230216508,237191.79
B000632,C0066,D003,H002,T005,2025-02-09,2025-03-08,5,3,Agent,Completed,Wallet,243450,139220,6730,61546.63779974157,327853.36
B000633,C0066,D008,H017,T007,2026-04-19,2026-05-18,4,9,Corporate,Completed,Wallet,494388,7312,44236,16005.466780862038,529930.53
B000634,C0060,D004,H009,T005,2026-04-04,2026-06-23,4,2,Agent,Confirmed,NetBanking,17264,25888,46920,14489.905506781319,75582.09
B000635,C0008,D008,H014,T009,2026-03-24,2026-05-07,1,2,Corporate,Confirmed,Wallet,15706,27630,7291,1880.57477664637,48746.43
B000636,C0048,D013,H005,T002,2025-01-31,2025-04-10,5,9,Corporate,Completed,UPI,165510,37540,2815,39820.74050407764,166044.26
B000637,C0062,D003,H007,T003,2025-02-12,2025-03-25,2,5,Corporate,Completed,UPI,94060,16810,10106,16597.608548351764,104378.39
B000638,C0096,D015,H014,T001,2025-06-02,2025-08-04,5,1,Website,Confirmed,NetBanking,39265,133475,43790,3902.6606606254454,212627.34
B000639,C0053,D005,H021,T008,2025-11-05,2025-12-23,3,4,Agent,Confirmed,NetBanking,22620,25050,27330,10397.656791885163,64602.34
B000640,C0035,D018,H013,T003,2025-07-02,2025-07-28,5,6,Website,Confirmed,UPI,253350,32540,16490,36504.56924997713,265875.43
B000641,C0056,D015,H017,T004,2025-09-23,2025-12-11,5,3,Website,Completed,NetBanking,205995,9755,49805,17927.41870816283,247627.58
B000642,C0018,D006,H016,T009,2025-04-05,2025-06-08,4,5,Mobile App,Completed,UPI,66600,68904,46504,9491.207495940824,172516.79
B000643,C0010,D012,H009,T004,2026-02-03,2026-04-13,5,6,Agent,Completed,Wallet,64740,114165,31745,30281.39173504965,180368.61
B000644,C0068,D003,H009,T002,2025-06-21,2025-09-14,4,3,Mobile App,Completed,UPI,25896,104040,19548,22164.33269480755,127319.67
B000645,C0099,D002,H013,T001,2025-02-06,2025-03-01,5,8,Corporate,Confirmed,Card,337800,159180,32750,34666.15087312544,495063.85
B000646,C0085,D020,H001,T003,2026-02-09,2026-02-19,1,5,Mobile App,Confirmed,Wallet,77495,23316,813,17809.140782390743,83814.86
B000647,C0059,D017,H021,T010,2026-05-08,2026-06-30,1,9,Agent,Confirmed,NetBanking,16965,26840,6519,2705.692192668887,47618.31
B000648,C0005,D004,H019,T006,2025-01-09,2025-02-08,3,1,Corporate,Completed,NetBanking,23865,25665,2427,725.9891960746512,51231.01
B000649,C0099,D006,H010,T010,2025-08-26,2025-10-05,5,3,Corporate,Completed,NetBanking,214590,64520,4500,34025.70389430992,249584.3
B000650,C0045,D004,H012,T003,2026-03-27,2026-04-18,4,7,Website,Confirmed,Wallet,350504,46728,27452,9094.231830484414,415589.77
B000651,C0029,D008,H010,T004,2026-01-20,2026-02-26,3,9,Agent,Confirmed,Card,386262,11034,19122,23041.579262744253,393376.42
B000652,C0090,D006,H020,T002,2026-04-12,2026-05-18,3,2,Website,Completed,Wallet,36306,101880,35541,17622.3941010252,156104.61
B000653,C0075,D007,H023,T004,2025-08-15,2025-09-16,4,9,Agent,Completed,NetBanking,617508,38328,25352,39012.94768686457,642175.05
B000654,C0075,D011,H004,T006,2025-07-22,2025-09-27,5,2,Mobile App,Completed,Wallet,162730,82650,58835,13081.022461862762,291133.98
B000655,C0028,D004,H013,T009,2026-01-22,2026-03-17,5,4,Corporate,Confirmed,NetBanking,168900,67285,48905,40094.225987090605,244995.77
B000656,C0100,D018,H001,T004,2025-03-25,2025-05-07,1,3,Corporate,Completed,UPI,46497,2989,4378,5892.71450505865,47971.29
B000657,C0046,D015,H014,T008,2025-05-11,2025-05-22,3,4,Corporate,Completed,NetBanking,94236,95286,33450,37448.649008972316,185523.35
B000658,C0054,D016,H008,T007,2025-11-24,2026-01-15,2,9,Corporate,Completed,Wallet,124524,17712,12102,17941.47131198742,136396.53
B000659,C0076,D004,H011,T003,2025-12-31,2026-01-17,4,7,Mobile App,Completed,UPI,202608,19456,29364,24310.433112371513,227117.57
B000660,C0066,D015,H014,T010,2025-03-07,2025-04-05,3,8,Agent,Completed,Wallet,188472,38913,4965,12140.58265935333,220209.42
B000661,C0018,D017,H010,T005,2025-10-05,2025-11-12,5,3,Website,Completed,UPI,214590,31580,14720,41328.41323051371,219561.59
B000662,C0031,D004,H012,T002,2025-07-18,2025-08-01,3,9,Agent,Completed,Wallet,337986,104946,19515,18208.48145951319,444238.52
B000663,C0037,D016,H023,T010,2025-10-01,2025-11-06,4,4,Website,Confirmed,Wallet,274448,31324,14476,15514.632831466528,304733.37
B000664,C0095,D008,H025,T010,2026-06-07,2026-07-02,1,6,Agent,Confirmed,UPI,13896,11640,7396,5543.039133654421,27388.96
B000665,C0072,D016,H001,T001,2025-02-11,2025-04-28,5,7,Corporate,Completed,NetBanking,542465,52920,7090,89309.9933877413,513165.01
B000666,C0037,D010,H012,T010,2026-06-27,2026-09-12,1,6,Agent,Completed,UPI,75108,2384,3387,9913.718983034929,70965.28
B000667,C0074,D017,H026,T010,2025-09-03,2025-09-05,2,6,Corporate,Confirmed,NetBanking,45456,3864,16298,510.777477830675,65107.22
B000668,C0074,D003,H016,T009,2026-02-25,2026-04-21,5,5,Website,Confirmed,Wallet,83250,93410,37695,5455.661353484509,208899.34
B000669,C0040,D008,H007,T003,2025-08-20,2025-10-17,5,6,Corporate,Completed,UPI,282180,46480,59060,38768.701292788006,348951.3
B000670,C0041,D006,H018,T007,2025-06-19,2025-07-24,3,9,Agent,Completed,UPI,375219,12900,32538,62790.5385071085,357866.46
B000671,C0090,D005,H005,T006,2026-02-24,2026-04-08,3,4,Agent,Cancelled,Card,44136,33783,29466,9967.49426024779,97417.51
B000672,C0057,D007,H001,T007,2026-01-10,2026-03-22,1,5,Corporate,Confirmed,Card,77495,10681,510,306.72983264989057,88379.27
B000673,C0015,D008,H019,T007,2025-03-20,2025-04-24,5,2,Agent,Completed,UPI,79550,78530,37140,7194.6378279473865,188025.36
B000674,C0072,D003,H016,T007,2026-01-20,2026-01-27,1,4,Mobile App,Completed,Card,13320,34744,3132,6028.4999907513375,45167.5
B000675,C0059,D015,H023,T006,2026-02-15,2026-03-21,1,7,Agent,Confirmed,Card,120071,11780,3569,18802.174844589557,116617.83
B000676,C0051,D012,H011,T007,2025-07-31,2025-08-24,3,6,Agent,Confirmed,UPI,130248,75315,8742,1432.770911144934,212872.23
B000677,C0073,D017,H026,T006,2026-05-20,2026-06-24,1,2,Corporate,Cancelled,Card,7576,27244,5742,351.5245167729629,40210.48
B000678,C0091,D015,H013,T001,2025-12-16,2026-01-07,1,5,Mobile App,Confirmed,UPI,42225,3197,1924,2474.397745279392,44871.6
B000679,C0034,D003,H023,T001,2025-07-01,2025-07-16,4,8,Agent,Completed,Wallet,548896,73176,26460,10830.704302487946,637701.3
B000680,C0042,D002,H004,T010,2025-01-06,2025-04-04,4,2,Agent,Completed,Wallet,130184,66124,9640,22322.548525551814,183625.45
B000681,C0019,D009,H003,T010,2026-01-03,2026-01-16,2,1,Website,Completed,Card,10838,37014,12510,1493.3798069738295,58868.62
B000682,C0065,D010,H024,T006,2025-04-24,2025-06-27,4,4,Website,Confirmed,Wallet,91248,28996,30788,19580.372517766325,131451.63
B000683,C0041,D005,H026,T002,2026-02-17,2026-04-23,4,6,Website,Completed,Card,90912,68316,10264,26346.69476401631,143145.31
B000684,C0035,D016,H029,T008,2025-10-14,2025-12-09,2,3,Agent,Confirmed,Wallet,97488,11236,3360,21755.877947998226,90328.12
B000685,C0070,D012,H010,T002,2025-09-12,2025-12-03,4,8,Mobile App,Completed,UPI,457792,132740,39084,119426.43951169825,510189.56
B000686,C0041,D015,H001,T004,2025-03-31,2025-04-02,3,8,Corporate,Confirmed,Card,371976,63498,26979,25283.706764351024,437169.29
B000687,C0047,D003,H030,T004,2026-01-23,2026-02-20,5,5,Agent,Completed,NetBanking,107075,13280,17530,811.0286115392371,137073.97
B000688,C0045,D017,H019,T001,2025-04-01,2025-04-19,1,4,Website,Completed,UPI,31820,18439,10700,4016.1278563914525,56942.87
B000689,C0026,D005,H008,T009,2025-08-16,2025-10-07,2,1,Website,Confirmed,Wallet,13836,65064,6086,12042.17827378271,72943.82
B000690,C0013,D009,H023,T006,2026-04-01,2026-05-28,2,8,Mobile App,Confirmed,Card,274448,52772,22310,4180.463335406132,345349.54
B000691,C0083,D009,H028,T004,2026-05-17,2026-08-06,2,9,Corporate,Completed,Card,274752,21286,3604,21557.00403399645,278085.0
B000692,C0010,D017,H009,T006,2026-06-24,2026-07-29,5,4,Website,Confirmed,Card,43160,156960,40460,14340.230289766974,226239.77
B000693,C0033,D006,H024,T001,2026-06-07,2026-06-29,4,5,Website,Confirmed,Wallet,114060,30860,2880,6483.856994808953,141316.14
B000694,C0067,D005,H024,T005,2025-10-31,2026-01-22,3,7,Website,Confirmed,UPI,119763,29289,8310,22223.629565174375,135138.37
B000695,C0014,D007,H016,T006,2025-04-20,2025-06-20,3,7,Mobile App,Cancelled,Wallet,69930,20076,15462,13902.728585182138,91565.27
B000696,C0066,D008,H019,T004,2026-04-03,2026-06-11,5,2,Corporate,Completed,Wallet,79550,162100,7400,26672.96082385064,222377.04
B000697,C0074,D004,H009,T009,2026-03-13,2026-04-23,3,7,Agent,Confirmed,Wallet,45318,76548,17265,25343.39727870807,113787.6
B000698,C0067,D004,H028,T003,2026-06-24,2026-08-04,2,9,Mobile App,Cancelled,Wallet,274752,37704,6336,6575.968227917804,312216.03
B000699,C0031,D005,H030,T002,2025-12-21,2026-01-26,1,7,Website,Confirmed,Wallet,29981,23875,1637,1661.3408267929829,53831.66
B000700,C0002,D010,H030,T006,2025-03-19,2025-05-25,2,5,Mobile App,Confirmed,NetBanking,42830,20340,23124,6617.881323712007,79676.12
B000701,C0089,D007,H023,T009,2025-10-02,2025-10-22,4,5,Agent,Confirmed,Card,343060,15468,47164,53217.22027687278,352474.78
B000702,C0033,D008,H002,T004,2025-09-02,2025-11-28,3,3,Mobile App,Confirmed,Card,146070,89499,34698,31571.471615458162,238695.53
B000703,C0081,D015,H011,T001,2026-04-05,2026-04-22,3,6,Agent,Confirmed,Wallet,130248,101403,6816,3531.347510483067,234935.65
B000704,C0020,D005,H014,T010,2025-08-02,2025-09-13,3,3,Corporate,Completed,Card,70677,8070,14676,17907.784088081247,75515.22
B000705,C0017,D019,H029,T005,2025-06-29,2025-07-28,5,4,Website,Confirmed,NetBanking,324960,16155,21325,22113.538415653347,340326.46
B000706,C0078,D016,H017,T002,2025-02-13,2025-04-12,5,3,Mobile App,Completed,UPI,205995,101215,21230,23580.193054183874,304859.81
B000707,C0094,D004,H017,T007,2026-04-01,2026-06-01,1,4,Website,Confirmed,Card,54932,2941,5290,7878.065799395952,55284.93
B000708,C0087,D007,H005,T004,2026-02-16,2026-05-09,1,4,Agent,Confirmed,Card,14712,25674,6365,8837.48662135201,37913.51
B000709,C0076,D004,H024,T010,2025-01-23,2025-04-04,2,1,Mobile App,Confirmed,Card,11406,66338,12158,11915.399614372473,77986.6
B000710,C0025,D006,H011,T003,2025-08-25,2025-09-17,5,7,Mobile App,Completed,NetBanking,253260,54395,19270,62427.85415247663,264497.15
B000711,C0092,D008,H003,T006,2025-09-19,2025-10-09,3,4,Website,Completed,NetBanking,65028,34080,35301,5042.786937908352,129366.21
B000712,C0067,D003,H030,T006,2025-09-13,2025-12-02,5,9,Website,Confirmed,Card,192735,152130,58830,49962.0948553458,353732.91
B000713,C0018,D001,H006,T003,2026-05-16,2026-06-29,4,2,Mobile App,Confirmed,UPI,81640,53728,17236,25298.046883177714,127305.95
B000714,C0013,D009,H001,T005,2025-03-24,2025-04-03,3,7,Agent,Confirmed,NetBanking,325479,28647,9132,36981.44205786385,326276.56
B000715,C0088,D015,H003,T002,2025-06-16,2025-08-29,2,2,Website,Completed,UPI,21676,8646,13252,3156.2711501175363,40417.73
B000716,C0028,D007,H014,T007,2025-04-09,2025-06-07,2,5,Website,Confirmed,Wallet,78530,59270,9490,29009.01677767904,118280.98
B000717,C0077,D018,H004,T008,2025-05-14,2025-05-18,1,5,Mobile App,Completed,Wallet,81365,32517,11852,3545.380451486742,122188.62
B000718,C0014,D008,H026,T010,2026-05-10,2026-07-19,3,5,Agent,Confirmed,UPI,56820,12393,16311,7028.867382472166,78495.13
B000719,C0029,D019,H016,T004,2026-05-28,2026-07-22,2,6,Mobile App,Confirmed,Card,39960,56796,1914,17235.157633032068,81434.84
B000720,C0029,D005,H010,T003,2025-01-25,2025-03-22,2,8,Mobile App,Completed,UPI,228896,13714,3876,44391.17945665169,202094.82
B000721,C0029,D011,H001,T006,2025-12-11,2026-02-27,1,3,Website,Confirmed,Card,46497,6151,1357,10589.10707894712,43415.89
B000722,C0068,D016,H015,T007,2025-05-07,2025-06-21,4,8,Agent,Confirmed,UPI,517024,57048,19608,105063.2637151036,488616.74
B000723,C0092,D002,H005,T010,2025-04-15,2025-05-27,5,2,Corporate,Cancelled,Wallet,36780,80645,20695,1407.636869301884,136712.36
B000724,C0092,D019,H030,T001,2025-06-09,2025-08-04,3,3,Corporate,Confirmed,UPI,38547,90330,31056,29740.069116984618,130192.93
B000725,C0075,D008,H009,T003,2025-04-16,2025-05-05,3,3,Agent,Confirmed,NetBanking,19422,74823,32223,10829.889672566664,115638.11
B000726,C0021,D010,H015,T003,2025-09-25,2025-10-10,5,9,Agent,Confirmed,NetBanking,727065,31715,10570,100264.64437394428,669085.36
B000727,C0097,D013,H001,T003,2026-06-27,2026-09-11,3,2,Mobile App,Confirmed,UPI,92994,63198,34086,15004.40476667622,175273.6
B000728,C0055,D013,H004,T005,2025-11-16,2025-12-06,4,4,Website,Completed,Wallet,260368,123308,28864,67134.12566523068,345405.87
B000729,C0055,D001,H007,T009,2026-01-30,2026-03-17,3,4,Mobile App,Confirmed,UPI,112872,71040,12084,22575.57489643137,173420.43
B000730,C0071,D018,H002,T001,2025-09-26,2025-10-21,3,8,Agent,Cancelled,Wallet,389520,27588,15528,73162.61039519885,359473.39
B000731,C0077,D013,H022,T009,2025-01-08,2025-01-30,3,5,Agent,Completed,NetBanking,254640,17445,16725,11192.627737982557,277617.37
B000732,C0096,D020,H029,T007,2025-02-15,2025-04-10,4,9,Corporate,Cancelled,NetBanking,584928,66636,9844,24469.85974713008,636938.14
B000733,C0059,D010,H030,T007,2025-05-27,2025-08-07,4,7,Corporate,Completed,Wallet,119924,69272,41900,20353.863467807587,210742.14
B000734,C0062,D013,H008,T007,2025-05-13,2025-06-22,3,7,Website,Completed,Card,145278,39948,1923,177.849377636654,186971.15
B000735,C0075,D009,H024,T002,2026-04-04,2026-04-18,1,7,Website,Completed,Card,39921,5160,1301,6427.181150799648,39954.82
B000736,C0026,D018,H016,T008,2026-04-05,2026-04-28,5,2,Mobile App,Confirmed,UPI,33300,27285,18215,4665.8067502542535,74134.19
B000737,C0031,D017,H002,T003,2026-04-11,2026-04-27,5,5,Corporate,Confirmed,Wallet,405750,96105,10755,57135.44357259783,455474.56
B000738,C0063,D019,H003,T006,2025-12-14,2026-03-03,1,6,Corporate,Completed,Card,32514,33134,1211,936.0736097703524,65922.93
B000739,C0007,D011,H017,T007,2025-10-31,2025-11-30,2,2,Website,Confirmed,Wallet,54932,43060,9818,3679.433677009647,104130.57
B000740,C0033,D016,H013,T007,2025-12-20,2026-01-23,5,2,Website,Completed,Card,84450,80890,24160,23606.362543831256,165893.64
B000741,C0072,D008,H001,T004,2025-08-10,2025-08-18,2,2,Agent,Confirmed,Wallet,61996,65396,3888,8025.477937427548,123254.52
B000742,C0098,D010,H028,T004,2026-01-01,2026-02-11,5,8,Agent,Completed,Wallet,610560,123130,49085,33615.79372149389,749159.21
B000743,C0052,D016,H022,T005,2026-03-09,2026-05-30,4,6,Corporate,Confirmed,Card,407424,102200,42596,25274.72293521312,526945.28
B000744,C0040,D002,H016,T001,2026-02-20,2026-03-30,5,3,Corporate,Cancelled,Card,49950,103855,43880,8493.313223151916,189191.69
B000745,C0045,D015,H030,T008,2025-12-01,2026-01-29,1,7,Website,Confirmed,Wallet,29981,27056,6505,7915.439005743179,55626.56
B000746,C0069,D001,H030,T001,2025-02-01,2025-02-19,3,7,Website,Confirmed,UPI,89943,54921,34182,6004.8882371796835,173041.11
B000747,C0055,D012,H030,T005,2026-01-31,2026-02-14,3,8,Agent,Completed,UPI,102792,67017,13590,13303.996713446542,170095.0
B000748,C0003,D010,H008,T007,2025-07-19,2025-09-23,5,9,Agent,Completed,Card,311310,110775,27050,61790.81347566303,387344.19
B000749,C0054,D010,H027,T001,2026-02-10,2026-02-17,2,8,Corporate,Completed,NetBanking,46320,53426,1346,10385.60690587774,90706.39
B000750,C0041,D010,H016,T010,2025-10-22,2025-12-02,2,2,Agent,Cancelled,UPI,13320,63188,17278,11203.316749309906,82582.68
B000751,C0071,D010,H022,T004,2026-04-26,2026-05-25,1,7,Agent,Confirmed,Card,118832,11357,1563,6611.499271661559,125140.5
B000752,C0088,D009,H026,T001,2025-07-04,2025-07-07,4,4,Mobile App,Completed,Wallet,60608,99704,32604,35987.12449430777,156928.88
B000753,C0097,D010,H005,T007,2026-05-23,2026-07-10,5,4,Website,Confirmed,UPI,73560,12800,47485,11079.133598179988,122765.87
B000754,C0062,D012,H014,T006,2026-04-06,2026-07-01,1,6,Corporate,Confirmed,UPI,47118,19338,2996,3986.043865119972,65465.96
B000755,C0037,D016,H004,T007,2025-06-30,2025-07-08,2,6,Corporate,Confirmed,Card,195276,63212,15076,49478.217643154385,224085.78
B000756,C0045,D012,H009,T008,2025-09-21,2025-12-03,2,4,Website,Confirmed,UPI,17264,46226,7982,9366.971876435255,62105.03
B000757,C0018,D013,H013,T005,2025-10-17,2025-12-05,5,9,Agent,Completed,UPI,380025,52335,25400,56207.971662051415,401552.03
B000758,C0094,D017,H026,T009,2026-02-23,2026-04-29,3,2,Mobile App,Completed,UPI,22728,65442,19779,19144.423793337137,88804.58
B000759,C0085,D020,H026,T004,2026-01-11,2026-01-21,2,1,Mobile App,Confirmed,UPI,7576,26968,6736,483.30860345654975,40796.69
B000760,C0086,D003,H012,T006,2026-04-10,2026-06-27,2,1,Corporate,Cancelled,Wallet,25036,32018,19322,12795.72208181819,63580.28
B000761,C0033,D015,H010,T002,2025-07-21,2025-07-24,3,8,Corporate,Confirmed,UPI,343344,27423,15114,52314.99575248333,333566.0
B000762,C0033,D005,H016,T007,2025-10-03,2025-12-23,2,4,Website,Confirmed,NetBanking,26640,44858,11620,5984.376223306958,77133.62
B000763,C0086,D004,H028,T003,2025-08-23,2025-10-21,1,4,Mobile App,Completed,NetBanking,61056,8144,9868,4053.837590135243,75014.16
B000764,C0055,D016,H030,T007,2026-05-11,2026-06-11,5,6,Corporate,Confirmed,NetBanking,128490,81795,15595,4734.7113330492475,221145.29
B000765,C0071,D002,H007,T009,2025-06-16,2025-06-18,3,4,Corporate,Confirmed,NetBanking,112872,98892,17100,43075.5997798677,185788.4
B000766,C0049,D017,H006,T009,2025-11-16,2026-01-10,2,6,Website,Completed,Card,122460,53760,23848,5678.414137786729,194389.59
B000767,C0045,D016,H022,T010,2025-03-07,2025-03-16,4,1,Corporate,Confirmed,Wallet,67904,61520,20384,7773.193632154462,142034.81
B000768,C0064,D020,H010,T002,2026-04-09,2026-06-03,4,2,Mobile App,Confirmed,UPI,114448,135832,7316,35605.28900567543,221990.71
B000769,C0082,D014,H006,T002,2025-07-29,2025-10-07,1,9,Agent,Completed,UPI,91845,1967,3770,13859.619038758186,83722.38
B000770,C0034,D018,H001,T010,2025-07-05,2025-07-30,1,5,Website,Confirmed,Wallet,77495,33655,11492,3943.3990939742657,118698.6
B000771,C0081,D003,H013,T004,2025-11-14,2025-12-07,1,2,Agent,Completed,UPI,16890,13296,9230,6417.958766547596,32998.04
B000772,C0025,D018,H012,T001,2025-09-29,2025-10-20,4,4,Agent,Completed,UPI,200288,115976,39216,36279.383689362665,319200.62
B000773,C0041,D004,H017,T003,2026-04-08,2026-04-29,4,4,Agent,Confirmed,UPI,219728,132964,13664,62167.43895350777,304188.56
B000774,C0092,D007,H007,T009,2025-10-17,2025-10-29,4,3,Corporate,Confirmed,UPI,112872,86632,40588,4191.304763855332,235900.7
B000775,C0096,D003,H022,T004,2025-10-09,2025-11-01,4,3,Corporate,Confirmed,UPI,203712,87804,20092,2669.2340715172904,308938.77
B000776,C0093,D009,H021,T001,2025-02-27,2025-04-28,3,7,Corporate,Completed,NetBanking,39585,79806,28923,18894.918288190598,129419.08
